Name,Rating,Position,PAC,SHO,PAS,DRI,DEF,PHY,Total_stats,PMD,Nacionalidad,Liga,Club
Hechler,74,LB,81,49,67,66,71,74,408,68.00,Germany,GPFBL,1. FC Koln
Friedrich,74,CB,45,47,56,60,75,73,356,59.33,Germany,GPFBL,Leverkusen
Grawe,74,CM,55,64,71,75,59,62,386,64.33,Germany,GPFBL,Frankfurt
Arfaoui,74,ST,78,70,71,76,50,67,412,68.67,Switzerland,GPFBL,SV Werder Bremen
Leitzig,74,GK,73,71,74,74,37,76,405,67.50,Germany,Barclays WSL,Leicester City
Zakharyan,74,LM,79,70,74,72,53,60,408,68.00,Russia,LALIGA EA SPORTS,Real Sociedad
Ezzalzouli,74,LM,83,70,66,78,27,53,377,62.83,Morocco,LALIGA EA SPORTS,Real Betis
Zafeiris,74,CM,77,68,72,78,66,75,436,72.67,Norway,Ceska Liga,Slavia Praha
Sayoud,74,RM,74,71,73,77,32,65,392,65.33,Algeria,ROSHN Saudi League,Al Raed
Abada,74,RW,87,72,67,73,41,59,399,66.50,Israel,MLS,Charlotte FC
Schranz,74,LM,81,75,68,72,63,75,434,72.33,Slovakia,Ceska Liga,Slavia Praha
Prass,74,CM,82,65,73,75,69,76,440,73.33,Austria,Bundesliga,TSG Hoffenheim
Vinicius Souza,74,CDM,65,56,64,67,74,80,406,67.67,Brazil,EFL Championship,Sheffield Utd
Bove,74,CM,66,68,67,74,74,70,419,69.83,Italy,Serie A Enilive,Fiorentina
Haraldsson,74,LM,76,64,71,77,57,68,413,68.83,Iceland,Ligue 1 McDonald's,LOSC Lille
Esteve,74,CB,61,33,52,54,74,77,351,58.50,France,EFL Championship,Burnley
Antonio Blanco,74,CDM,52,57,68,67,70,62,376,62.67,Spain,LALIGA EA SPORTS,D. Alaves
Catarina Amado,74,RB,77,59,66,69,68,70,409,68.17,Portugal,Liga Portugal Feminino,SL Benfica
Diana Gomes,74,CB,69,30,54,58,76,72,359,59.83,Portugal,Liga F,Sevilla FC
Ines Pereira,74,GK,71,74,78,76,37,73,409,68.17,Portugal,Liga F,RC Deportivo
Andreia Norton,74,CM,67,61,73,77,60,65,403,67.17,Portugal,Liga Portugal Feminino,SL Benfica
Douvikas,74,ST,81,72,62,73,34,73,395,65.83,Greece,LALIGA EA SPORTS,RC Celta
Scott,74,CM,73,62,73,79,65,68,420,70.00,England,Premier League,AFC Bournemouth
Muci,74,CAM,79,71,69,75,28,57,379,63.17,Albania,Trendyol Super Lig,Besiktas
Wooh,74,CB,68,45,57,62,73,76,381,63.50,Cameroon,Ligue 1 McDonald's,Stade Rennais FC
Assignon,74,RB,74,51,63,72,70,67,397,66.17,France,Ligue 1 McDonald's,Stade Rennais FC
Juan Iglesias,74,RB,81,39,61,66,71,70,388,64.67,Spain,LALIGA EA SPORTS,Getafe CF
Hutchinson,74,RM,80,72,68,77,53,62,412,68.67,England,Premier League,Ipswich
Vertessen,74,ST,89,73,66,74,34,70,406,67.67,Belgium,Bundesliga,Union Berlin
Sima,74,LM,89,73,66,72,41,72,413,68.83,Senegal,Ligue 1 McDonald's,Stade Brestois 29
Ferguson,74,ST,72,76,60,71,20,70,369,61.50,Republic of Ireland,Premier League,Brighton
Rieder,74,CAM,73,69,71,75,51,63,402,67.00,Switzerland,Bundesliga,VfB Stuttgart
Marchiori,74,GK,74,73,71,74,40,74,406,67.67,Argentina,Primera Division,Velez Sarsfield
Hilgers,74,CB,74,43,54,59,75,76,381,63.50,https://cdn.futwiz.com/assets/img/fifa22/flags/160.png,Eredivisie,FC Twente
Arnau Tenas,74,GK,73,70,80,77,52,72,424,70.67,Spain,Ligue 1 McDonald's,Paris SG
Arribas,74,CAM,69,76,70,76,32,51,374,62.33,Spain,LALIGA HYPERMOTION,UD Almeria
Gnonto,74,RM,87,72,65,79,30,66,399,66.50,Italy,EFL Championship,Leeds United
Sucic,74,CAM,79,73,74,74,49,69,418,69.67,Croatia,LALIGA EA SPORTS,Real Sociedad
van Domselaar,74,GK,73,69,66,74,40,75,397,66.17,Netherlands,Barclays WSL,Arsenal
Guessand,74,ST,80,72,56,70,27,70,375,62.50,Ivory Coast,Ligue 1 McDonald's,OGC Nice
Lingr,74,CAM,71,74,70,76,53,79,423,70.50,Czech Republic,Ceska Liga,Slavia Praha
Seidu,74,CB,58,43,61,70,75,67,374,62.33,Ghana,Ligue 1 McDonald's,Stade Rennais FC
Reitz,74,CM,73,68,70,76,71,65,423,70.50,Germany,Bundesliga,M'gladbach
Smal,74,LM,70,61,76,70,70,72,419,69.83,Netherlands,Eredivisie,Feyenoord
Okoye,74,GK,73,72,68,78,24,74,389,64.83,Nigeria,Serie A Enilive,Udinese
Netz,74,LB,77,48,69,72,71,66,403,67.17,Germany,Bundesliga,M'gladbach
Fabio Carvalho,74,CAM,77,68,68,77,45,51,386,64.33,Portugal,Premier League,Brentford
Moumbagna,74,ST,89,72,57,68,29,81,396,66.00,Cameroon,Ligue 1 McDonald's,OM
Luis Henrique,74,LM,82,67,71,73,45,72,410,68.33,Brazil,Ligue 1 McDonald's,OM
Solari,74,ST,86,75,65,76,36,69,407,67.83,Argentina,Libertadores,River Plate
Cho,74,RW,80,69,64,76,26,56,371,61.83,France,Ligue 1 McDonald's,OGC Nice
Farias,74,ST,85,72,68,80,39,70,414,69.00,Argentina,MLS,Inter Miami CF
Ramirez,74,GK,74,71,68,75,33,72,393,65.50,Ecuador,Libertadores,IDV
Torres,74,RM,81,70,69,74,38,54,386,64.33,Uruguay,MLS,Orlando City
Diomande,74,CDM,76,68,72,79,68,71,434,72.33,Ivory Coast,Scottish Prem,Rangers
Samu Costa,74,CDM,62,63,67,68,70,73,403,67.17,Portugal,LALIGA EA SPORTS,RCD Mallorca
Pedrinho,74,RM,82,64,72,79,42,53,392,65.33,Brazil,Ukrayina Liha,Shakhtar Donetsk
Vitor Carvalho,74,CDM,75,62,64,71,72,75,419,69.83,Brazil,Liga Portugal,SC Braga
Caprile,74,GK,72,72,72,77,48,74,415,69.17,Italy,Serie A Enilive,SSC Napoli
Suslov,74,RM,78,71,72,76,52,71,420,70.00,Slovakia,Serie A Enilive,Hellas Verona
Taylor,74,CM,74,68,76,74,60,69,421,70.17,Netherlands,Eredivisie,Ajax
Mijnans,74,CM,65,71,71,75,63,70,415,69.17,Netherlands,Eredivisie,AZ
Da Cunha,74,LM,79,69,69,78,39,56,390,65.00,France,Serie A Enilive,Como
Turati,74,GK,75,71,71,78,35,74,404,67.33,Italy,Serie A Enilive,Monza
Doyle,74,CM,67,65,74,75,65,67,413,68.83,England,Premier League,Wolves
Provod,74,CM,76,73,74,74,67,82,446,74.33,Czech Republic,Ceska Liga,Slavia Praha
Mengi,74,CB,78,39,55,64,74,74,384,64.00,England,EFL Championship,Luton Town
Raul Garcia,74,ST,70,74,62,71,25,68,370,61.67,Spain,LALIGA EA SPORTS,CA Osasuna
Galindez,74,GK,74,73,70,74,32,76,399,66.50,Ecuador,Primera Division,Huracan
Neves,74,CM,70,64,75,72,66,59,406,67.67,Uruguay,Libertadores,Estudiantes
Szalai,74,CB,72,45,62,63,74,79,395,65.83,Hungary,Bundesliga,TSG Hoffenheim
Okumu,74,CB,78,41,56,63,73,77,388,64.67,Kenya,Ligue 1 McDonald's,Stade de Reims
Brunori,74,ST,79,73,63,75,42,74,406,67.67,Italy,Serie BKT,Palermo
Nico Melamed,74,CAM,80,68,75,78,40,60,401,66.83,Spain,LALIGA HYPERMOTION,UD Almeria
Whittaker,74,RW,78,73,67,74,38,65,395,65.83,England,EFL Championship,Plymouth Argyle
Leweling,74,RM,85,69,64,76,42,73,409,68.17,Germany,Bundesliga,VfB Stuttgart
Manu Sanchez,74,LB,73,44,62,68,72,60,379,63.17,Spain,LALIGA EA SPORTS,D. Alaves
Jakobs,74,LB,84,60,64,73,67,69,417,69.50,Senegal,Trendyol Super Lig,Galatasaray
Yilmaz,74,LB,86,56,67,78,68,62,417,69.50,Turkey,Scottish Prem,Rangers
Ueda,74,ST,75,75,57,68,28,70,373,62.17,Japan,Eredivisie,Feyenoord
Pobega,74,CM,74,76,71,75,75,78,449,74.83,Italy,Serie A Enilive,Bologna
Daniliuc,74,CB,52,42,61,60,74,77,366,61.00,Austria,Serie A Enilive,Hellas Verona
Cabal,74,LB,71,38,68,65,74,73,389,64.83,Colombia,Serie A Enilive,Juventus
Maracas,74,CB,76,30,50,59,75,75,365,60.83,Brazil,Liga Portugal,Moreirense FC
van Ewijk,74,RB,92,57,64,71,69,71,424,70.67,Netherlands,EFL Championship,Coventry City
Francisco Moura,74,LB,76,55,72,74,70,70,417,69.50,Portugal,Liga Portugal,FC Porto
Elia,74,ST,92,72,67,78,26,71,406,67.67,DR Congo,CSSL,BSC Young Boys
Nuno Tavares,74,LB,84,65,69,72,68,76,434,72.33,Portugal,Serie A Enilive,Latium
Vallys,74,CAM,81,68,71,75,35,75,405,67.50,Denmark,3F Superliga,Brondby IF
Kalvach,74,CM,64,64,74,73,72,78,425,70.83,Czech Republic,Ceska Liga,Viktoria Plzen
Osterhage,74,CDM,76,60,68,73,72,75,424,70.67,Germany,Bundesliga,SC Freiburg
Ciss,74,CDM,62,56,61,63,72,84,398,66.33,Senegal,LALIGA EA SPORTS,Rayo Vallecano
Bondar,74,CB,71,32,63,65,75,74,380,63.33,Ukraine,Ukrayina Liha,Shakhtar Donetsk
Llinas,74,CB,64,29,50,55,75,75,348,58.00,Colombia,Libertadores,Millonarios
Lopez Munoz,74,CAM,87,67,67,80,36,59,396,66.00,Argentina,MLS,SJ Earthquakes
Araujo,74,RB,90,33,62,69,70,75,399,66.50,Mexico,Premier League,AFC Bournemouth
Bella Kotchap,74,CB,76,25,50,50,74,77,352,58.67,Germany,Premier League,Southampton
Zigiotti,74,CM,69,64,75,76,60,55,399,66.50,Sweden,GPFBL,FC Bayern Munchen
Unai Vencedor,74,CM,62,68,73,74,74,73,424,70.67,Spain,LALIGA HYPERMOTION,R. Racing Club
Piroe,74,ST,64,75,63,71,29,71,373,62.17,Netherlands,EFL Championship,Leeds United
Duran,74,ST,78,75,58,71,32,77,391,65.17,Colombia,Premier League,Aston Villa
Sikan,74,ST,79,72,56,69,28,67,371,61.83,Ukraine,Ukrayina Liha,Shakhtar Donetsk
Sevcik,74,CDM,69,69,76,76,68,70,428,71.33,Czech Republic,Ceska Liga,Slavia Praha
Kral,74,CDM,70,70,69,74,73,76,432,72.00,Czech Republic,LALIGA EA SPORTS,RCD Espanyol
Schafer,74,CM,74,62,69,75,65,66,411,68.50,Hungary,Bundesliga,Union Berlin
Pieper,74,CB,63,32,52,52,77,75,351,58.50,Germany,Bundesliga,SV Werder Bremen
Watanabe,74,CB,77,29,47,55,75,76,359,59.83,Japan,1A Pro League,KAA Gent
Buchanan,74,RM,92,65,66,74,67,73,437,72.83,Canada,Serie A Enilive,Lombardia FC
Aihen Munoz,74,LB,77,54,69,73,72,70,415,69.17,Spain,LALIGA EA SPORTS,Real Sociedad
Holm,74,RM,82,61,67,71,66,84,431,71.83,Sweden,Serie A Enilive,Bologna
Sahraoui,74,LM,81,60,66,80,45,54,386,64.33,Morocco,Ligue 1 McDonald's,LOSC Lille
Daramy,74,LM,86,66,65,78,28,70,393,65.50,Denmark,Ligue 1 McDonald's,Stade de Reims
Maeda,74,LW,93,71,65,75,60,74,438,73.00,Japan,Scottish Prem,Celtic
Brown,74,RM,76,69,67,73,43,60,388,64.67,Jamaica,Liga Portugal Feminino,SL Benfica
Ivan Jaime,74,LM,74,73,71,76,51,64,409,68.17,Spain,Liga Portugal,FC Porto
De la Vega,74,RW,82,73,69,75,50,72,421,70.17,Argentina,MLS,Sounders FC
Lauder,74,CM,77,65,73,72,68,66,421,70.17,Scotland,Scottish Women's League,Glasgow City FC
Love,74,CM,66,68,69,73,70,63,409,68.17,Scotland,Scottish Women's League,Glasgow City FC
Traore,74,RW,87,71,65,75,23,60,381,63.50,Mali,Magyar Liga,Ferencvarosi TC
Colidio,74,ST,80,71,67,79,43,69,409,68.17,Argentina,Libertadores,River Plate
Kumbulla,74,CB,39,32,53,56,77,73,330,55.00,Albania,LALIGA EA SPORTS,RCD Espanyol
Basic,74,CM,43,65,75,72,72,74,401,66.83,Croatia,Serie A Enilive,Latium
Javi Sanchez,74,CB,68,56,55,61,74,76,390,65.00,Spain,LALIGA EA SPORTS,R. Valladolid CF
Stoichkov,74,LM,73,76,69,75,46,71,410,68.33,Spain,LALIGA EA SPORTS,D. Alaves
Kiteishvili,74,CAM,72,71,71,77,67,58,416,69.33,Georgia,O. Bundesliga,SK Sturm Graz
Lee Dong Kyeong,74,CAM,75,74,72,75,57,69,422,70.33,Korea Republic,K League 1,Gimcheon Sangmu
Chory,74,ST,50,74,60,63,32,87,366,61.00,Czech Republic,Ceska Liga,Slavia Praha
Hrosovsky,74,CDM,61,71,74,74,70,68,418,69.67,Slovakia,1A Pro League,KRC Genk
Bucha,74,CDM,71,68,74,75,69,71,428,71.33,Czech Republic,MLS,FC Cincinnati
Gallo,74,LB,78,52,70,70,68,66,404,67.33,Italy,Serie A Enilive,Lecce
Vinicius,74,ST,70,75,60,69,41,79,394,65.67,Brazil,Premier League,Fulham
Cognat,74,CM,78,66,73,76,62,70,425,70.83,France,CSSL,Servette FC
Vasquez,74,CB,61,32,58,57,74,75,357,59.50,Mexico,Serie A Enilive,Genoa
Lapoussin,74,LM,75,67,70,77,66,72,427,71.17,Madagascar,1A Pro League,R. Union St.-G.
Kop,74,GK,75,66,72,74,30,77,394,65.67,Netherlands,Barclays WSL,Leicester City
Burger,74,CDM,75,63,69,68,69,80,424,70.67,Netherlands,EFL Championship,Stoke City
Costa,74,CB,48,38,55,61,75,75,352,58.67,Cape Verde Islands,LALIGA EA SPORTS,Villarreal CF
Muldur,74,RB,74,53,65,74,71,74,411,68.50,Turkey,Trendyol Super Lig,Fenerbahce
Perrin,74,CB,44,35,55,59,76,73,342,57.00,France,Bundesliga 2,Hamburger SV
Scally,74,RB,74,49,64,71,71,72,401,66.83,United States,Bundesliga,M'gladbach
Klauss,74,ST,64,74,62,66,36,85,387,64.50,Brazil,MLS,St. Louis CITY SC
Nakamura,74,LM,77,72,70,76,41,69,405,67.50,Japan,Ligue 1 McDonald's,Stade de Reims
Dahmen,74,GK,74,68,76,78,45,72,413,68.83,Germany,Bundesliga,FC Augsburg
Bornauw,74,CB,74,45,59,55,74,77,384,64.00,Belgium,Bundesliga,VfL Wolfsburg
Meslier,74,GK,75,73,70,76,38,70,402,67.00,France,EFL Championship,Leeds United
Ponceau,74,CAM,76,64,72,78,55,59,404,67.33,France,Ligue 2 BKT,FC Lorient
Ogbu,74,CB,75,39,55,59,72,82,382,63.67,Nigeria,Ceska Liga,Slavia Praha
Lodico,74,LM,80,58,72,79,56,58,403,67.17,Argentina,Primera Division,Instituto
McKenzie,74,CB,81,36,50,64,73,78,382,63.67,United States,Ligue 1 McDonald's,Toulouse FC
Sargent,74,ST,72,73,63,69,48,79,404,67.33,United States,EFL Championship,Norwich
Pep Biel,74,CAM,70,72,72,77,48,59,398,66.33,Spain,MLS,Charlotte FC
Manu Morlanes,74,CM,67,64,75,73,69,68,416,69.33,Spain,LALIGA EA SPORTS,RCD Mallorca
Sergio Gomez,74,LB,69,70,75,77,69,65,425,70.83,Spain,LALIGA EA SPORTS,Real Sociedad
Johansson,74,GK,75,71,70,77,40,73,406,67.67,Sweden,EFL Championship,Stoke City
Rogerio,74,LB,75,53,68,76,70,59,401,66.83,Brazil,Bundesliga,VfL Wolfsburg
Weah,74,RM,85,70,67,75,63,69,429,71.50,United States,Serie A Enilive,Juventus
Jenz,74,CB,63,29,50,55,73,80,350,58.33,Germany,Bundesliga,1. FSV Mainz 05
Daka,74,ST,89,73,58,74,26,69,389,64.83,Zambia,Premier League,Leicester City
Tenaglia,74,RB,71,43,65,72,74,79,404,67.33,Argentina,LALIGA EA SPORTS,D. Alaves
Ljubicic,74,CM,73,69,70,73,70,78,433,72.17,Austria,Bundesliga 2,1. FC Koln
Roffo,74,GK,75,72,72,75,23,72,389,64.83,Argentina,Primera Division,Instituto
Ranieri,74,CB,70,41,59,68,77,63,378,63.00,Italy,Serie A Enilive,Fiorentina
Yaremchuk,74,ST,73,72,68,69,44,75,401,66.83,Ukraine,Hellas Liga,Olympiacos FC
Fouzair,74,RM,78,64,70,77,50,71,410,68.33,Morocco,ROSHN Saudi League,Al Raed
Rexhbecaj,74,CM,59,66,71,74,68,74,412,68.67,Kosovo,Bundesliga,FC Augsburg
Ba,74,CB,69,31,46,55,74,80,355,59.17,Senegal,Trendyol Super Lig,Basaksehir
Danilo,74,ST,74,74,61,74,25,70,378,63.00,Brazil,Scottish Prem,Rangers
Gravillon,74,CB,70,56,49,55,74,77,381,63.50,France,Trendyol Super Lig,Adana Demirspor
Flemming,74,ST,70,75,72,73,57,79,426,71.00,Netherlands,EFL Championship,Burnley
de Wit,74,CAM,54,77,70,70,72,87,430,71.67,Netherlands,Bundesliga,VfL Bochum 1848
Struijk,74,CB,56,46,59,64,74,78,377,62.83,Netherlands,EFL Championship,Leeds United
Oscar,74,CM,56,76,76,74,58,54,394,65.67,Spain,LALIGA EA SPORTS,CD Leganes
Barkas,74,GK,74,72,73,75,42,72,408,68.00,Greece,Eredivisie,FC Utrecht
Chair,74,LM,79,66,71,78,32,53,379,63.17,Morocco,EFL Championship,QPR
Guridi,74,CAM,63,66,70,76,62,56,393,65.50,Spain,LALIGA EA SPORTS,D. Alaves
O'Hare,74,CAM,77,66,70,78,62,68,421,70.17,England,EFL Championship,Sheffield Utd
Barrios,74,LW,90,66,67,79,37,46,385,64.17,Argentina,Libertadores,San Lorenzo
Murillo,74,RB,82,57,68,71,69,73,420,70.00,Panama,Ligue 1 McDonald's,OM
Cutrone,74,ST,72,73,59,74,29,71,378,63.00,Italy,Serie A Enilive,Como
Bajrami,74,CAM,75,68,73,77,58,65,416,69.33,Albania,Scottish Prem,Rangers
Dossena,74,CB,43,43,52,59,76,75,348,58.00,Italy,Serie A Enilive,Como
Bodart,74,GK,77,71,69,74,55,74,420,70.00,Belgium,1A Pro League,Standard Liege
Jorge Cuenca,74,CB,60,37,60,53,76,67,353,58.83,Spain,Premier League,Fulham
Mihailovic,74,CAM,71,70,74,74,60,67,416,69.33,United States,MLS,Colorado Rapids
Bare,74,CDM,72,55,67,72,71,77,414,69.00,Albania,LALIGA HYPERMOTION,Real Zaragoza
Karavaiev,74,RB,77,57,70,72,68,65,409,68.17,Ukraine,Ukrayina Liha,Dynamo Kyiv
Birindelli,74,RB,83,52,65,71,70,63,404,67.33,Italy,Serie A Enilive,Monza
Torunarigha,74,CB,82,41,63,63,74,76,399,66.50,Nigeria,1A Pro League,KAA Gent
Gudmundsson,74,LB,85,64,69,72,67,72,429,71.50,Sweden,Ligue 1 McDonald's,LOSC Lille
Ngadeu,74,CB,64,43,55,55,74,83,374,62.33,Cameroon,CSL,Beijing FC
Ugrinic,74,CAM,77,72,74,75,68,84,450,75.00,Switzerland,CSSL,BSC Young Boys
Caci,74,LB,69,54,70,70,72,74,409,68.17,France,Bundesliga,1. FSV Mainz 05
Operi,74,LB,77,61,69,72,68,71,418,69.67,Ivory Coast,Ligue 1 McDonald's,Havre AC
Glatzel,74,ST,63,74,48,66,30,79,360,60.00,Germany,Bundesliga 2,Hamburger SV
Ahmedhodzic,74,CB,74,41,59,61,74,78,387,64.50,Bosnia Herzegovina,EFL Championship,Sheffield Utd
Nordin,74,RM,81,71,70,76,37,56,391,65.17,France,Ligue 1 McDonald's,Montpellier
Conechny,74,LW,90,73,65,76,33,65,402,67.00,Argentina,LALIGA EA SPORTS,D. Alaves
Lammers,74,ST,66,74,65,76,36,69,386,64.33,Netherlands,Eredivisie,FC Twente
Zesiger,74,CB,67,43,57,61,73,80,381,63.50,Switzerland,Bundesliga,VfL Wolfsburg
Maggiore,74,CM,69,61,69,70,72,71,412,68.67,Italy,Serie BKT,Salernitana
Atuesta,74,CM,63,57,75,76,67,70,408,68.00,Colombia,MLS,LAFC
Dani Cardenas,74,GK,74,71,73,77,44,68,407,67.83,Spain,LALIGA EA SPORTS,Rayo Vallecano
Guitane,74,RW,76,66,68,80,31,53,374,62.33,Algeria,Liga Portugal,SC Braga
Sessegnon,74,LB,77,64,72,76,71,64,424,70.67,England,Premier League,Fulham
Adryelson,74,CB,73,46,59,61,75,73,387,64.50,Brazil,Ligue 1 McDonald's,OL
Geiger,74,CDM,45,53,76,79,64,58,375,62.50,Germany,Bundesliga,TSG Hoffenheim
Samassekou,74,CDM,59,49,61,71,74,72,386,64.33,Mali,Bundesliga,TSG Hoffenheim
O'Shea,74,CB,67,33,55,58,75,76,364,60.67,Republic of Ireland,Premier League,Ipswich
Jean,74,GK,74,73,68,78,29,74,396,66.00,Brazil,Libertadores,Cerro Porteno
Jensen,74,CAM,68,69,71,74,55,73,410,68.33,Finland,Bundesliga,FC Augsburg
Karaca,74,CAM,79,65,72,77,44,50,387,64.50,Turkey,Trendyol Super Lig,Alanyaspor
Domingos Duarte,74,CB,47,36,57,52,75,75,342,57.00,Portugal,LALIGA EA SPORTS,Getafe CF
Juan Soriano,74,GK,74,70,68,76,37,73,398,66.33,Spain,LALIGA EA SPORTS,CD Leganes
Caro,74,GK,74,70,69,75,38,76,402,67.00,Spain,LALIGA HYPERMOTION,Cadiz CF
Rosier,74,RB,83,52,67,73,70,76,421,70.17,France,LALIGA EA SPORTS,CD Leganes
Benes,74,CM,57,76,76,75,49,66,399,66.50,Slovakia,Bundesliga,Union Berlin
Rygaard,74,CM,64,72,77,76,61,67,417,69.50,Denmark,Allsvenskan,BK Hacken
Hein,74,CAM,78,72,73,79,35,57,394,65.67,France,Ligue 2 BKT,FC Metz
Okereke,74,ST,83,71,56,76,26,65,377,62.83,Nigeria,Trendyol Super Lig,Gaziantep
Turner,74,GK,74,72,67,74,40,73,400,66.67,United States,Premier League,Crystal Palace
Mac Allister,74,CB,75,55,60,72,74,79,415,69.17,Argentina,1A Pro League,R. Union St.-G.
Tietz,74,ST,65,74,56,68,33,79,375,62.50,Germany,Bundesliga,FC Augsburg
Hadziahmetovic,74,CDM,71,60,73,72,71,76,423,70.50,Bosnia Herzegovina,Trendyol Super Lig,Caykur Rizespor
Machida,74,CB,78,42,59,52,73,80,384,64.00,Japan,1A Pro League,R. Union St.-G.
Zampedri,74,ST,58,78,56,68,29,75,364,60.67,Argentina,Sudamericana,Uni. Catolica
Asano,74,RM,86,68,63,77,33,70,397,66.17,Japan,LALIGA EA SPORTS,RCD Mallorca
Al Ghannam,74,RB,81,60,73,75,66,68,423,70.50,Saudi Arabia,ROSHN Saudi League,Al Nassr
Toni Lato,74,LB,77,56,71,71,68,62,405,67.50,Spain,LALIGA EA SPORTS,RCD Mallorca
Joni Montiel,74,CAM,70,76,75,77,50,60,408,68.00,Spain,LALIGA EA SPORTS,Rayo Vallecano
Diaz,74,LW,87,70,62,75,34,75,403,67.17,Panama,Sudamericana,U. Catolica
Castro,74,ST,80,76,62,71,32,64,385,64.17,Colombia,Libertadores,Millonarios
Catano,74,CAM,69,69,70,73,46,59,386,64.33,Colombia,Libertadores,Millonarios
Perraud,74,LB,69,72,73,74,71,71,430,71.67,France,LALIGA EA SPORTS,Real Betis
Sissoko,74,CM,56,60,70,68,71,85,410,68.33,Mali,Bundesliga,VfL Bochum 1848
Misic,74,CDM,68,68,77,65,67,76,421,70.17,Croatia,Liga Hrvatska,Dinamo Zagreb
Larsonneur,74,GK,72,72,72,75,52,73,416,69.33,France,Ligue 1 McDonald's,AS Saint-Etienne
Worrall,74,CB,50,25,51,45,75,76,322,53.67,England,EFL Championship,Burnley
Coulibaly,74,CDM,69,58,69,72,72,75,415,69.17,Mali,Serie A Enilive,Lecce
Montes,74,CB,57,46,60,63,73,79,378,63.00,Mexico,LALIGA HYPERMOTION,UD Almeria
Edu Exposito,74,CM,65,74,72,75,70,69,425,70.83,Spain,LALIGA EA SPORTS,RCD Espanyol
Al Bulayhi,74,CB,51,38,43,46,73,85,336,56.00,Saudi Arabia,ROSHN Saudi League,Al Hilal
Ruben Alcaraz,74,CM,51,71,76,71,73,81,423,70.50,Spain,LALIGA HYPERMOTION,Cadiz CF
Toni Villa,74,LM,74,65,73,76,53,48,389,64.83,Spain,LALIGA HYPERMOTION,SD Eibar
Debora,74,RB,72,57,71,70,71,61,402,67.00,Spain,Liga F,Sevilla FC
Pentz,74,GK,73,71,71,76,53,72,416,69.33,Austria,3F Superliga,Brondby IF
Grillitsch,74,CB,66,60,76,75,76,68,421,70.17,Austria,Bundesliga,TSG Hoffenheim
Mehlem,74,CAM,68,67,70,77,54,64,400,66.67,Germany,EFL Championship,Hull City
Lee Young Ju,74,CDM,48,34,65,58,71,67,343,57.17,Korea Republic,Liga F,Levante Badalona
Bonner,74,CB,46,47,44,58,76,74,345,57.50,England,Barclays WSL,Liverpool
Celia,74,RB,65,47,66,68,76,79,401,66.83,Spain,NWSL,Orlando Pride
Gelson Martins,74,RM,86,67,67,81,51,54,406,67.67,Portugal,Hellas Liga,Olympiacos FC
Fattori,74,CDM,63,54,68,72,70,76,403,67.17,Argentina,Primera Division,Huracan
Hagi,74,CAM,63,72,74,75,36,62,382,63.67,Romania,Scottish Prem,Rangers
Colley,74,CB,64,31,48,55,73,84,355,59.17,Gambia,Hellas Liga,PAOK FC
Hajradinovic,74,CM,73,68,77,75,55,68,416,69.33,Bosnia Herzegovina,Trendyol Super Lig,Kasimpasa
Taylor,74,LB,72,55,73,73,71,73,417,69.50,Scotland,Scottish Prem,Celtic
Avalos,74,ST,67,74,61,73,46,82,403,67.17,Paraguay,Primera Division,Independiente
Javi Munoz,74,CM,72,65,71,73,65,78,424,70.67,Spain,LALIGA EA SPORTS,UD Las Palmas
Gorenc Stankovic,74,CDM,44,46,59,66,75,82,372,62.00,Slovenia,O. Bundesliga,SK Sturm Graz
Akieme,74,LB,78,48,60,71,71,71,399,66.50,Spain,Ligue 1 McDonald's,Stade de Reims
Manning,74,LB,69,60,72,73,68,71,413,68.83,Republic of Ireland,Premier League,Southampton
Cantwell,74,CAM,71,67,71,76,43,52,380,63.33,England,EFL Championship,Blackburn Rovers
Cesinha,74,ST,82,75,71,75,31,74,408,68.00,Brazil,K League 1,Daegu FC
Iheanacho,74,ST,71,74,69,75,38,71,398,66.33,Nigeria,LALIGA EA SPORTS,Sevilla FC
Diallo,74,ST,70,74,59,71,22,74,370,61.67,Senegal,ROSHN Saudi League,Damac FC
Fernandez,74,ST,86,74,63,77,39,66,405,67.50,Argentina,Sudamericana,Belgrano
Narey,74,RM,82,68,67,75,62,73,427,71.17,Germany,ROSHN Saudi League,Al Khaleej
Whiteman,74,CDM,64,65,74,69,68,77,417,69.50,England,EFL Championship,Preston
Pellegrino,74,LW,84,74,68,73,40,60,399,66.50,Norway,MLS,SJ Earthquakes
Ordets,74,CB,54,53,49,46,75,80,357,59.50,Ukraine,Bundesliga,VfL Bochum 1848
Buksa,74,ST,63,74,57,68,32,77,371,61.83,Poland,3F Superliga,FC Midtjylland
Otero,74,ST,91,73,67,75,31,75,412,68.67,Colombia,LALIGA HYPERMOTION,R. Sporting
Gomez Andrade,74,CB,66,33,49,57,73,86,364,60.67,Colombia,MLS,Sounders FC
Ebuehi,74,RB,85,51,60,70,69,71,406,67.67,Nigeria,Serie A Enilive,Empoli
Toko Ekambi,74,LW,83,74,69,75,24,70,395,65.83,Cameroon,ROSHN Saudi League,Ettifaq FC
Ng,74,RB,72,60,66,67,72,75,412,68.67,England,EFL Championship,Cardiff City
Szymanski,74,CDM,70,64,65,68,73,81,421,70.17,Poland,Hellas Liga,AEK Athens
Piatek,74,ST,70,75,56,72,36,71,380,63.33,Poland,Trendyol Super Lig,Basaksehir
